id,title,release_date,overview,vote_average,vote_count,popularity,original_language
610034,Half-Life,2011-05-05,"Searching for an escape from an impoverished city life, a retired couple moves to an abandoned country house in the radioactive zone of Chernobyl. Twenty five years after the disaster, the husband is convinced the land is ready to be cultivated, his wife on the other hand is less sure. A fable of love, Half-Life explores the boundaries of commitment and fear.",6.0,1,0.0143,en
619292,The Four Devils,1920-11-01,"One out of three silent adaptations of the novella ""Les quatre diables"" written by Danish author Herman Bang. The most famous one, although unfortunately lost, is without any doubt F.W. Murnau's ""4 Devils"". This German version, by Danish director A.W. Sandberg, was done eight years prior to Murnau's American one, and was a big success at the time.",6.0,2,0.0596,de
677903,Los hijos del odio,2003-01-01,Mexican feature film,5.0,2,0.0338,es
579542,Book Snatchers,2004-03-25,"An amazing story about the life of a modern girl and her friends, the same desperate young people who do not want to put up with the gray routine and boredom, eager to escape from the real world into the world of their dreams and fantasies.",5.5,2,0.0946,ru
601298,Not a Ladies' Man,1942-05-14,A recently divorced district attorney falls for his troubled son's schoolteacher.,6.0,2,0.1511,en
362870,Valley,2014-03-10,"This is the story of three sensitive teens who are forced to deal with violence at home, violence at school. It is a story of friendship, of love and hate, where the adolescents world is revealed as cruel and beautiful, a world where the desire to die or kill and the will to live are very confused but finally define the fate of the three heroes.",8.2,2,0.154,he
306541,Tordenskjold gaar i Land,1942-03-27,,5.0,2,0.0974,da
25279,Earth: The Power of the Planet,2007-11-20,"Dr Iain Stewart tells the story of how Earth works and how, over the course of 4.6 billion years, it came to be the remarkable place it is today.",7.9,25,0.2324,en
518861,Millennium 2000: An Expose of Americas Illuminati - Anthony J. Hilder,1998-04-18,"The ""demonic design"" of the US capital, set in stone was laid out by Master Masons in the shape of the ILLUMINATI (Luciferian) PYRAMID. Early on, these WARLOCKS OF WASHINGTON plotted to place their Satanic Symbols into the foundations of our society and gain control over America's banking system. The American public knows next to nothing about ""those"" shadowy Faustian figures who run and ruin this now Naziized Nation from the corporate boardrooms of the Major Banking Institutions. America today has essentially a ONE PARTY SYSTEM run by and for the benefit and pleasure of the International Banksters, who are sucking away the very sustenance of this once great nation. Their goal is to establish a ONE WORLD GOVERNMENT upon the ashes of American sovereignty. Adolf Hitler wrote THE NEW WORLD ORDER. What's more frightening is that the political pimps and parasites along the Potomac who are doing the bankers' bidding are attempting to install it upon the wreckage of America.",10.0,1,0.0429,en
268735,A Very Social Secretary,2005-10-10,Bernard Hill and Victoria Hamilton star in Alistair Beaton's wickedly funny feature-length drama inspired by David Blunkett's private affair held up for very public scrutiny.,6.1,7,0.2632,en
526937,From China with Love,1998-10-09,,2.0,1,0.1189,de
945770,In Search of Charlie Chan,2006-06-20,A documentary on the creation of the popular Charlie Chan detective character as well as the history of Chan films of the 1930s.,7.0,1,0.0357,en
11135,The Rescuers Down Under,1990-11-16,"A lawless poacher wants to capture a majestic and rare golden eagle, so he kidnaps the boy who knows where to find the bird. Not to worry -- the Rescue Aid Society's top agents, heroic mice Miss Bianca and Bernard, fly to Australia to save the day. Accompanying the fearless duo are bumbling albatross Wilbur and local field operative Jake the Kangaroo Rat.",6.637,1313,0.6754,en
920206,The Singer Cat,1995-01-01,Hasani who is an orphan is living with his little sister Goldouneh in an orphanage. One day a couple come there to adopt a child. They chose Goldouneh but Hasani who believes that their father is somewhere waiting for them is refusing...,3.0,1,0.0468,fa
192287,La Droite a-t-elle tué Nicolas Sarkozy,2013-05-07,,7.5,1,0.0379,fr
97589,Leprechaun's Revenge,2012-03-17,"An evil leprechaun who has been imprisoned within the roots of a majestic old oak tree, is accidentally set loose on St. Patrick's Day. Once free, he takes out his bloody revenge on the descendants of the people who originally imprisoned him.",5.14,57,0.3443,en
627913,Film No. 9,1980-01-01,"A reflection on noise, silence, and grain. (Filmform)",6.5,1,0.0725,sv
590528,Neza: Vice City,2006-03-24,"Lopaka is a rather simple looking dude, but he controls all the drug pushing, gangs and whores.",4.0,4,0.1019,es
412187,Love in Hong Kong,1983-01-01,"Julie is put under pressure by her boss when his newspaper loses in circulation to a rival. Given the responsibility of devising a series of ""scoops"" to regain the paper's popularity, she invites her two friends, Barbara and Carol to Hong Kong.",2.3,3,0.1534,en
312894,Woman Against Woman,1938-06-24,A newlywed unhappily discovers that her husband's scheming ex-wife still has a controlling influence in his life and home.,6.5,2,0.1882,en
696954,In a Chinese Restaurant,1900-11-25,"Two Chinese men (in full regalia) and an American-style tough are sitting at a table, eating out of bowls, all of them using chop sticks; The American is quite practiced with his chopsticks, eating things of large size and indeterminate composition.",3.0,1,0.0143,en
231489,Boys' Ranch,1946-07-18,"A juvenile delinquent is sent to a rehabilitation ranch, but he immediately proves to be a troublemaker.",6.5,4,0.173,en
806762,IMPACT Wrestling: Hardcore Justice 2021,2021-04-10,live Saturday April 10,6.0,1,0.1497,en
44618,The Man Who Quit Smoking,1972-12-16,"The Plot focuses on Dante Alighieri, a young man who loves smoking. When his father dies Dante inherits $17 million on one special condition: He must give up smoking in 14 days and then stay smoke-free for an entire year. If he fails, his uncle inherits the $17 million instead. Dante has a living hell while trying to quit, and hires a private detective agency called Little Secret Service who he gives free hands to stop him from smoking, While his uncle, who has taken up smoking himself, also does everything he can to make Dante smoke again.",6.4,28,0.2361,sv
200932,Chicano Love Is Forever,1977-03-11,"A hard-hitting drama about the pressures facing a young Chicano couple and their struggles to balance work, college and marriage, pitting the husband's machismo and self-sacrifice against the wife's desire for agency and companionship.",5.0,1,0.0,en
390541,The Brym,2016-03-01,"Inspired by Celtic poetry, Northern folklore, and the paintings of Hieronymus Bosch, the self-described “fucked-up fable” tells a tale of a supernatural oceanic entity. When this mysterious power possesses a man, he torments the inhabitants of a small seaside town before falling in love with a young woman and conceiving a cursed half-spirit child.",5.0,1,0.042,en
646353,Les Vieilles Canailles : Histoire d'un concert mythique,2019-11-08,,8.0,2,0.0495,fr
162836,Being at Home with Claude,1992-05-26,"The relationship between lovers Yves and Claude comes to an abrupt conclusion when, as the couple are making love, Yves slices Claude's throat, killing him. After being taken into custody for his crime, the police inspector demands to know the reason behind Yves' actions. Yves then weaves the tale of his life with Claude, explaining the origins of their relationship and how it reached a point where murder was the only possible conclusion.",5.5,10,0.2713,fr
414894,Bum,1988-12-01,,5.5,4,0.1681,ru
686573,"Ready, Willing & Able",1999-06-11,"Samantha Martin is injured during a mission and is forced to retire from the CIA. She discovers a mole within the CIA is working with terrorists to acquire chemical weapons set to be destroyed by the U.S. Government. Unable to contact the CIA, she forms a rag-tag group of fellow CIA cast-offs to stop the terrorists and uncover the rogue CIA agent.",2.0,2,0.1561,en
874355,Gone in the Night,2022-07-15,"Upon arriving at a remote cabin in the redwoods, Kath and her boyfriend find a mysterious younger couple already there — the rental has apparently been double-booked. They decide to share the cabin with these strangers until the next morning, but her boyfriend disappears with the young woman, which sends Kath in a spiral to find an explanation for their sudden breakup — but the truth is far stranger than she could have imagined.",5.606,141,1.1677,en
632995,The Primevals,2023-07-23,"Deep in the Himalayas, a group of sherpas kills a gigantic humanoid creature. Convinced that it is the legendary Yeti, Dr. Claire Collier organizes an expedition with her former student Matt Connor and hunter Rondo Montana, among others, to search for more specimens. But what awaits them is something that none of them could have imagined. A colorful fusion of real image and stop-motion that is reminiscent of fantastic films from the 1980s.",5.911,28,0.4415,en
